Position,Timestamp,Model,Prompt Tokens,Prompt USD,Completion Tokens,Completion USD,Total Tokens,Total USD
33,2026-07-09 15:30:34,deepseek-v4-flash,15972,0,794,0,16766,0
34,2026-07-09 15:33:31,deepseek-v4-flash,588589,0,6892,0,595481,0
35,2026-07-09 15:34:58,deepseek-v4-flash,282082,0,5894,0,287976,0
36,2026-07-09 15:35:22,deepseek-v4-flash,25415,0,969,0,26384,0
37,2026-07-09 15:35:36,deepseek-v4-flash,11278,0,1058,0,12336,0
38,2026-07-09 15:35:57,deepseek-v4-flash,31808,0,849,0,32657,0
39,2026-07-09 15:36:22,deepseek-v4-flash,36727,0,1173,0,37900,0
40,2026-07-09 15:36:40,deepseek-v4-flash,19227,0,1032,0,20259,0
41,2026-07-09 15:36:52,deepseek-v4-flash,12568,0,1026,0,13594,0
42,2026-07-09 15:37:23,deepseek-v4-flash,42099,0,1479,0,43578,0
43,2026-07-09 15:37:34,deepseek-v4-flash,10419,0,750,0,11169,0
44,2026-07-09 15:38:07,deepseek-v4-flash,31524,0,2093,0,33617,0
45,2026-07-09 15:41:07,deepseek-v4-flash,689884,0,8545,0,698429,0
46,2026-07-09 15:41:34,deepseek-v4-flash,11765,0,1497,0,13262,0
47,2026-07-09 15:41:49,deepseek-v4-flash,11685,0,1035,0,12720,0
48,2026-07-09 15:42:18,deepseek-v4-flash,35087,0,1184,0,36271,0
49,2026-07-09 15:42:43,deepseek-v4-flash,29145,0,1816,0,30961,0
50,2026-07-09 15:42:59,deepseek-v4-flash,10951,0,1073,0,12024,0
51,2026-07-09 15:44:40,deepseek-v4-flash,210657,0,3978,0,214635,0
52,2026-07-09 15:44:57,deepseek-v4-flash,18382,0,860,0,19242,0
53,2026-07-09 15:45:16,deepseek-v4-flash,20169,0,872,0,21041,0
54,2026-07-09 15:45:54,deepseek-v4-flash,57532,0,2053,0,59585,0
55,2026-07-09 15:47:30,deepseek-v4-flash,260992,0,5737,0,266729,0
56,2026-07-09 16:00:24,deepseek-v4-flash,449213,0,6139,0,455352,0
57,2026-07-09 16:00:37,deepseek-v4-flash,11123,0,943,0,12066,0
58,2026-07-09 16:00:47,deepseek-v4-flash,12466,0,605,0,13071,0
59,2026-07-09 16:01:25,deepseek-v4-flash,42889,0,2526,0,45415,0
60,2026-07-09 16:02:11,deepseek-v4-flash,56341,0,2543,0,58884,0
61,2026-07-09 16:02:23,deepseek-v4-flash,11407,0,748,0,12155,0
62,2026-07-09 16:02:32,deepseek-v4-flash,10542,0,480,0,11022,0
63,2026-07-09 16:03:29,deepseek-v4-flash,53405,0,4158,0,57563,0
64,2026-07-09 16:04:22,deepseek-v4-flash,22919,0,4627,0,27546,0
65,2026-07-09 16:07:00,deepseek-v4-flash,763092,0,6313,0,769405,0
66,2026-07-09 16:07:23,deepseek-v4-flash,16616,0,1173,0,17789,0
67,2026-07-09 16:07:46,deepseek-v4-flash,18500,0,1800,0,20300,0
68,2026-07-09 16:08:17,deepseek-v4-flash,36134,0,1938,0,38072,0
69,2026-07-09 16:08:51,deepseek-v4-flash,30247,0,2101,0,32348,0
70,2026-07-09 16:09:14,deepseek-v4-flash,19199,0,1819,0,21018,0
71,2026-07-09 16:11:12,deepseek-v4-flash,360837,0,4379,0,365216,0
72,2026-07-09 16:11:28,deepseek-v4-flash,19254,0,922,0,20176,0
73,2026-07-09 16:11:41,deepseek-v4-flash,9454,0,832,0,10286,0
74,2026-07-09 16:11:52,deepseek-v4-flash,10207,0,764,0,10971,0
75,2026-07-09 16:12:01,deepseek-v4-flash,3828,0,887,0,4715,0
SUMMARIZED,-,-,6684747,0,158735,0,6843482,0
